, Name_x,City_x,Country_x,IATA_x, Name_y,City_y,Country_y,IATA_y,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
18,Cyril E. King Airport,St. Thomas,Virgin Islands,STT,Luis Munoz Marin International Airport,San Juan,Puerto Rico,SJU,2008,1,19,6,1404.0,1402,1458.0,1449,UA,1063,N583UA,54.0,47.0,25.0,9.0,2.0,STT,SJU,68,17.0,12.0,0,,0,,,,,
19,Cyril E. King Airport,St. Thomas,Virgin Islands,STT,Luis Munoz Marin International Airport,San Juan,Puerto Rico,SJU,2008,1,20,7,1404.0,1402,1459.0,1449,UA,1063,N409UA,55.0,47.0,21.0,10.0,2.0,STT,SJU,68,14.0,20.0,0,,0,,,,,
20,Cyril E. King Airport,St. Thomas,Virgin Islands,STT,Luis Munoz Marin International Airport,San Juan,Puerto Rico,SJU,2008,1,26,6,1435.0,1402,1518.0,1449,UA,1063,N587UA,43.0,47.0,24.0,29.0,33.0,STT,SJU,68,8.0,11.0,0,,0,0.0,0.0,0.0,0.0,29.0
21,Cyril E. King Airport,St. Thomas,Virgin Islands,STT,Luis Munoz Marin International Airport,San Juan,Puerto Rico,SJU,2008,1,5,6,1611.0,1606,1656.0,1657,UA,1065,N543UA,45.0,51.0,24.0,-1.0,5.0,STT,SJU,68,6.0,15.0,0,,0,,,,,
22,Cyril E. King Airport,St. Thomas,Virgin Islands,STT,Luis Munoz Marin International Airport,San Juan,Puerto Rico,SJU,2008,1,6,7,1617.0,1610,1722.0,1701,UA,1065,N428UA,65.0,51.0,45.0,21.0,7.0,STT,SJU,68,7.0,13.0,0,,0,0.0,0.0,14.0,0.0,7.0
23,Cyril E. King Airport,St. Thomas,Virgin Islands,STT,Luis Munoz Marin International Airport,San Juan,Puerto Rico,SJU,2008,1,12,6,1705.0,1600,1750.0,1647,UA,1065,N578UA,45.0,47.0,21.0,63.0,65.0,STT,SJU,68,6.0,18.0,0,,0,0.0,0.0,0.0,0.0,63.0
24,Cyril E. King Airport,St. Thomas,Virgin Islands,STT,Luis Munoz Marin International Airport,San Juan,Puerto Rico,SJU,2008,1,13,7,1607.0,1600,1649.0,1647,UA,1065,N412UA,42.0,47.0,21.0,2.0,7.0,STT,SJU,68,13.0,8.0,0,,0,,,,,
25,Cyril E. King Airport,St. Thomas,Virgin Islands,STT,Luis Munoz Marin International Airport,San Juan,Puerto Rico,SJU,2008,1,19,6,1559.0,1600,1638.0,1647,UA,1065,N586UA,39.0,47.0,22.0,-9.0,-1.0,STT,SJU,68,7.0,10.0,0,,0,,,,,
26,Cyril E. King Airport,St. Thomas,Virgin Islands,STT,Luis Munoz Marin International Airport,San Juan,Puerto Rico,SJU,2008,1,20,7,1606.0,1600,1657.0,1647,UA,1065,N412UA,51.0,47.0,27.0,10.0,6.0,STT,SJU,68,8.0,16.0,0,,0,,,,,
27,Cyril E. King Airport,St. Thomas,Virgin Islands,STT,Luis Munoz Marin International Airport,San Juan,Puerto Rico,SJU,2008,1,26,6,1540.0,1600,1628.0,1647,UA,1065,N582UA,48.0,47.0,28.0,-19.0,-20.0,STT,SJU,68,9.0,11.0,0,,0,,,,,
28,Cyril E. King Airport,St. Thomas,Virgin Islands,STT,Luis Munoz Marin International Airport,San Juan,Puerto Rico,SJU,2008,1,27,7,1732.0,1600,1819.0,1647,UA,1065,N413UA,47.0,47.0,17.0,92.0,92.0,STT,SJU,68,6.0,24.0,0,,0,92.0,0.0,0.0,0.0,0.0
29,Cyril E. King Airport,St. Thomas,Virgin Islands,STT,Luis Munoz Marin International Airport,San Juan,Puerto Rico,SJU,2008,1,12,6,1550.0,1550,1644.0,1637,NW,1730,N343NW,54.0,47.0,28.0,7.0,0.0,STT,SJU,68,7.0,19.0,0,,0,,,,,
30,Cyril E. King Airport,St. Thomas,Virgin Islands,STT,Luis Munoz Marin International Airport,San Juan,Puerto Rico,SJU,2008,1,19,6,1717.0,1550,1759.0,1637,NW,1730,N342NW,42.0,47.0,20.0,82.0,87.0,STT,SJU,68,6.0,16.0,0,,0,14.0,0.0,0.0,0.0,68.0
31,Cyril E. King Airport,St. Thomas,Virgin Islands,STT,Luis Munoz Marin International Airport,San Juan,Puerto Rico,SJU,2008,1,26,6,1610.0,1550,1655.0,1637,NW,1730,N340NW,45.0,47.0,25.0,18.0,20.0,STT,SJU,68,5.0,15.0,0,,0,0.0,0.0,0.0,0.0,18.0
32,Cyril E. King Airport,St. Thomas,Virgin Islands,STT,Luis Munoz Marin International Airport,San Juan,Puerto Rico,SJU,2008,1,1,2,1721.0,1720,1748.0,1800,AA,1312,N5DTAA,27.0,40.0,17.0,-12.0,1.0,STT,SJU,68,2.0,8.0,0,,0,,,,,
33,Cyril E. King Airport,St. Thomas,Virgin Islands,STT,Luis Munoz Marin International Airport,San Juan,Puerto Rico,SJU,2008,1,2,3,1731.0,1720,1801.0,1800,AA,1312,N620AA,30.0,40.0,17.0,1.0,11.0,STT,SJU,68,3.0,10.0,0,,0,,,,,
34,Cyril E. King Airport,St. Thomas,Virgin Islands,STT,Luis Munoz Marin International Airport,San Juan,Puerto Rico,SJU,2008,1,3,4,1734.0,1720,1805.0,1800,AA,1312,N5CNAA,31.0,40.0,19.0,5.0,14.0,STT,SJU,68,3.0,9.0,0,,0,,,,,
35,Cyril E. King Airport,St. Thomas,Virgin Islands,STT,Luis Munoz Marin International Airport,San Juan,Puerto Rico,SJU,2008,1,4,5,1718.0,1720,1752.0,1800,AA,1312,N620AA,34.0,40.0,20.0,-8.0,-2.0,STT,SJU,68,5.0,9.0,0,,0,,,,,
36,Cyril E. King Airport,St. Thomas,Virgin Islands,STT,Luis Munoz Marin International Airport,San Juan,Puerto Rico,SJU,2008,1,5,6,1726.0,1720,1821.0,1800,AA,1312,N5DTAA,55.0,40.0,28.0,21.0,6.0,STT,SJU,68,8.0,19.0,0,,0,0.0,0.0,15.0,0.0,6.0
37,Cyril E. King Airport,St. Thomas,Virgin Islands,STT,Luis Munoz Marin International Airport,San Juan,Puerto Rico,SJU,2008,1,6,7,1748.0,1720,1821.0,1800,AA,1312,N5CJAA,33.0,40.0,19.0,21.0,28.0,STT,SJU,68,5.0,9.0,0,,0,0.0,21.0,0.0,0.0,0.0
38,Cyril E. King Airport,St. Thomas,Virgin Islands,STT,Luis Munoz Marin International Airport,San Juan,Puerto Rico,SJU,2008,1,7,1,1715.0,1720,1741.0,1800,AA,1312,N5BYAA,26.0,40.0,18.0,-19.0,-5.0,STT,SJU,68,2.0,6.0,0,,0,,,,,
39,Cyril E. King Airport,St. Thomas,Virgin Islands,STT,Luis Munoz Marin International Airport,San Juan,Puerto Rico,SJU,2008,1,8,2,1710.0,1720,1746.0,1800,AA,1312,N5CAAA,36.0,40.0,21.0,-14.0,-10.0,STT,SJU,68,5.0,10.0,0,,0,,,,,
40,Cyril E. King Airport,St. Thomas,Virgin Islands,STT,Luis Munoz Marin International Airport,San Juan,Puerto Rico,SJU,2008,1,9,3,1704.0,1720,1741.0,1800,AA,1312,N5BUAA,37.0,40.0,19.0,-19.0,-16.0,STT,SJU,68,5.0,13.0,0,,0,,,,,
41,Cyril E. King Airport,St. Thomas,Virgin Islands,STT,Luis Munoz Marin International Airport,San Juan,Puerto Rico,SJU,2008,1,10,4,2054.0,1720,2127.0,1800,AA,1312,N5DWAA,33.0,40.0,21.0,207.0,214.0,STT,SJU,68,4.0,8.0,0,,0,0.0,0.0,0.0,0.0,207.0
42,Cyril E. King Airport,St. Thomas,Virgin Islands,STT,Luis Munoz Marin International Airport,San Juan,Puerto Rico,SJU,2008,1,11,5,1808.0,1720,1841.0,1800,AA,1312,N5CAAA,33.0,40.0,18.0,41.0,48.0,STT,SJU,68,3.0,12.0,0,,0,25.0,15.0,0.0,0.0,1.0
43,Cyril E. King Airport,St. Thomas,Virgin Islands,STT,Luis Munoz Marin International Airport,San Juan,Puerto Rico,SJU,2008,1,12,6,1715.0,1720,1753.0,1800,AA,1312,N5FNAA,38.0,40.0,24.0,-7.0,-5.0,STT,SJU,68,4.0,10.0,0,,0,,,,,
44,Cyril E. King Airport,St. Thomas,Virgin Islands,STT,Luis Munoz Marin International Airport,San Juan,Puerto Rico,SJU,2008,1,13,7,1723.0,1720,1755.0,1800,AA,1312,N619AA,32.0,40.0,20.0,-5.0,3.0,STT,SJU,68,2.0,10.0,0,,0,,,,,
45,Cyril E. King Airport,St. Thomas,Virgin Islands,STT,Luis Munoz Marin International Airport,San Juan,Puerto Rico,SJU,2008,1,14,1,1702.0,1720,1743.0,1800,AA,1312,N5FNAA,41.0,40.0,23.0,-17.0,-18.0,STT,SJU,68,4.0,14.0,0,,0,,,,,
46,Cyril E. King Airport,St. Thomas,Virgin Islands,STT,Luis Munoz Marin International Airport,San Juan,Puerto Rico,SJU,2008,1,15,2,1715.0,1720,1755.0,1800,AA,1312,N5DEAA,40.0,40.0,19.0,-5.0,-5.0,STT,SJU,68,5.0,16.0,0,,0,,,,,
47,Cyril E. King Airport,St. Thomas,Virgin Islands,STT,Luis Munoz Marin International Airport,San Juan,Puerto Rico,SJU,2008,1,16,3,1721.0,1720,1758.0,1800,AA,1312,N5CCAA,37.0,40.0,23.0,-2.0,1.0,STT,SJU,68,3.0,11.0,0,,0,,,,,
48,Cyril E. King Airport,St. Thomas,Virgin Islands,STT,Luis Munoz Marin International Airport,San Juan,Puerto Rico,SJU,2008,1,17,4,1703.0,1720,1742.0,1800,AA,1312,N5CRAA,39.0,40.0,21.0,-18.0,-17.0,STT,SJU,68,3.0,15.0,0,,0,,,,,
49,Cyril E. King Airport,St. Thomas,Virgin Islands,STT,Luis Munoz Marin International Airport,San Juan,Puerto Rico,SJU,2008,1,18,5,1712.0,1720,1742.0,1800,AA,1312,N5FNAA,30.0,40.0,19.0,-18.0,-8.0,STT,SJU,68,3.0,8.0,0,,0,,,,,
50,Cyril E. King Airport,St. Thomas,Virgin Islands,STT,Luis Munoz Marin International Airport,San Juan,Puerto Rico,SJU,2008,1,19,6,1736.0,1720,1828.0,1800,AA,1312,N5CTAA,52.0,40.0,24.0,28.0,16.0,STT,SJU,68,14.0,14.0,0,,0,0.0,0.0,12.0,0.0,16.0
51,Cyril E. King Airport,St. Thomas,Virgin Islands,STT,Luis Munoz Marin International Airport,San Juan,Puerto Rico,SJU,2008,1,20,7,1716.0,1720,1745.0,1800,AA,1312,N5FCAA,29.0,40.0,18.0,-15.0,-4.0,STT,SJU,68,3.0,8.0,0,,0,,,,,
52,Cyril E. King Airport,St. Thomas,Virgin Islands,STT,Luis Munoz Marin International Airport,San Juan,Puerto Rico,SJU,2008,1,21,1,1714.0,1720,1745.0,1800,AA,1312,N617AA,31.0,40.0,21.0,-15.0,-6.0,STT,SJU,68,3.0,7.0,0,,0,,,,,
53,Cyril E. King Airport,St. Thomas,Virgin Islands,STT,Luis Munoz Marin International Airport,San Juan,Puerto Rico,SJU,2008,1,22,2,1713.0,1720,1746.0,1800,AA,1312,N622AA,33.0,40.0,16.0,-14.0,-7.0,STT,SJU,68,10.0,7.0,0,,0,,,,,
54,Cyril E. King Airport,St. Thomas,Virgin Islands,STT,Luis Munoz Marin International Airport,San Juan,Puerto Rico,SJU,2008,1,23,3,1715.0,1720,1743.0,1800,AA,1312,N5BYAA,28.0,40.0,16.0,-17.0,-5.0,STT,SJU,68,3.0,9.0,0,,0,,,,,
55,Cyril E. King Airport,St. Thomas,Virgin Islands,STT,Luis Munoz Marin International Airport,San Juan,Puerto Rico,SJU,2008,1,24,4,1715.0,1720,1804.0,1800,AA,1312,N5CXAA,49.0,40.0,19.0,4.0,-5.0,STT,SJU,68,19.0,11.0,0,,0,,,,,
56,Cyril E. King Airport,St. Thomas,Virgin Islands,STT,Luis Munoz Marin International Airport,San Juan,Puerto Rico,SJU,2008,1,25,5,1723.0,1720,1800.0,1800,AA,1312,N610AA,37.0,40.0,21.0,0.0,3.0,STT,SJU,68,4.0,12.0,0,,0,,,,,
57,Cyril E. King Airport,St. Thomas,Virgin Islands,STT,Luis Munoz Marin International Airport,San Juan,Puerto Rico,SJU,2008,1,26,6,1722.0,1720,1758.0,1800,AA,1312,N621AA,36.0,40.0,23.0,-2.0,2.0,STT,SJU,68,4.0,9.0,0,,0,,,,,
58,Cyril E. King Airport,St. Thomas,Virgin Islands,STT,Luis Munoz Marin International Airport,San Juan,Puerto Rico,SJU,2008,1,27,7,1715.0,1720,1749.0,1800,AA,1312,N633AA,34.0,40.0,22.0,-11.0,-5.0,STT,SJU,68,4.0,8.0,0,,0,,,,,
59,Cyril E. King Airport,St. Thomas,Virgin Islands,STT,Luis Munoz Marin International Airport,San Juan,Puerto Rico,SJU,2008,1,28,1,1714.0,1720,1751.0,1800,AA,1312,N5EAAA,37.0,40.0,18.0,-9.0,-6.0,STT,SJU,68,9.0,10.0,0,,0,,,,,
60,Cyril E. King Airport,St. Thomas,Virgin Islands,STT,Luis Munoz Marin International Airport,San Juan,Puerto Rico,SJU,2008,1,29,2,1711.0,1720,1738.0,1800,AA,1312,N612AA,27.0,40.0,16.0,-22.0,-9.0,STT,SJU,68,3.0,8.0,0,,0,,,,,
61,Cyril E. King Airport,St. Thomas,Virgin Islands,STT,Luis Munoz Marin International Airport,San Juan,Puerto Rico,SJU,2008,1,30,3,1716.0,1720,1801.0,1800,AA,1312,N5EPAA,45.0,40.0,23.0,1.0,-4.0,STT,SJU,68,7.0,15.0,0,,0,,,,,
62,Cyril E. King Airport,St. Thomas,Virgin Islands,STT,Luis Munoz Marin International Airport,San Juan,Puerto Rico,SJU,2008,1,31,4,1712.0,1720,1745.0,1805,AA,1312,N5DSAA,33.0,45.0,21.0,-20.0,-8.0,STT,SJU,68,3.0,9.0,0,,0,,,,,
63,Cyril E. King Airport,St. Thomas,Virgin Islands,STT,Luis Munoz Marin International Airport,San Juan,Puerto Rico,SJU,2008,2,14,4,1551.0,1600,1631.0,1647,UA,975,N404UA,40.0,47.0,20.0,-16.0,-9.0,STT,SJU,68,5.0,15.0,0,,0,,,,,
64,Cyril E. King Airport,St. Thomas,Virgin Islands,STT,Luis Munoz Marin International Airport,San Juan,Puerto Rico,SJU,2008,2,19,2,1556.0,1600,1639.0,1647,UA,975,N413UA,43.0,47.0,23.0,-8.0,-4.0,STT,SJU,68,7.0,13.0,0,,0,,,,,
65,Cyril E. King Airport,St. Thomas,Virgin Islands,STT,Luis Munoz Marin International Airport,San Juan,Puerto Rico,SJU,2008,2,21,4,1548.0,1600,1623.0,1647,UA,975,N405UA,35.0,47.0,20.0,-24.0,-12.0,STT,SJU,68,6.0,9.0,0,,0,,,,,
66,Cyril E. King Airport,St. Thomas,Virgin Islands,STT,Luis Munoz Marin International Airport,San Juan,Puerto Rico,SJU,2008,2,26,2,1729.0,1600,1814.0,1647,UA,975,N409UA,45.0,47.0,19.0,87.0,89.0,STT,SJU,68,5.0,21.0,0,,0,0.0,0.0,0.0,0.0,87.0
67,Cyril E. King Airport,St. Thomas,Virgin Islands,STT,Luis Munoz Marin International Airport,San Juan,Puerto Rico,SJU,2008,2,28,4,1615.0,1600,1657.0,1647,UA,975,N404UA,42.0,47.0,25.0,10.0,15.0,STT,SJU,68,6.0,11.0,0,,0,,,,,
68,Cyril E. King Airport,St. Thomas,Virgin Islands,STT,Luis Munoz Marin International Airport,San Juan,Puerto Rico,SJU,2008,2,1,5,1522.0,1550,1619.0,1637,UA,991,N410UA,57.0,47.0,25.0,-18.0,-28.0,STT,SJU,68,12.0,20.0,0,,0,,,,,
69,Cyril E. King Airport,St. Thomas,Virgin Islands,STT,Luis Munoz Marin International Airport,San Juan,Puerto 
